1,0,                     is so sad for my apl friend
2,0,                   i missed the new moon trailer
3,1,              omg its already 730 o
4,0,           omgaga im sooo  im gunna cry i've been at this dentist since 11 i was suposed 2 just get a crown put on 30mins
5,0,         i think mi bf is cheating on me       tt
6,0,         or i just worry too much        
7,1,       juuuuuuuuuuuuuuuuussssst chillin
8,0,       sunny again        work tomorrow         tv tonight
9,1,      handed in my uniform today  i miss you already
10,1,      hmmmm i wonder how she my number 
11,0,      i must think about positive
12,1,      thanks to all the haters up in my face all day 112102
13,0,      this weekend has sucked so far
14,0,     jb isnt showing in australia any more
15,0,     ok thats it you win
16,0,    &lt this is the way i feel right now
17,0,    awhhe man i'm completely useless rt now funny all i can do is twitter 
18,1,    feeling strangely fine now i'm gonna go listen to some semisonic to celebrate
19,0,    huge roll of thunder just nowso scary
20,0,    i just cut my beard off it's only been growing for well over a year i'm gonna start it over  is happy in the meantime
21,0,    very sad about iran
22,0,    wompppp wompp
23,1,    you're the only one who can see this cause no one else is following me this is for you because you're pretty awesome
24,0,   &ltsad level is 3 i was writing a massive blog tweet on myspace and my comp shut down now it's all lost lays in fetal position
25,0,     headed to hospitol  had to pull out of the golf tourny in 3rd place i think i reripped something  yeah that 
26,0,   boring    whats wrong with him     please tell me   
27,0,   can't be bothered i wish i could spend the rest of my life just sat here and going to gigs seriously
28,0,   feeeling like shit right now i really want to sleep but nooo i have 3 hours of dancing and an art assignment to finish 
29,1,   goodbye exams hello alcohol tonight 
30,0,   i didn't realize it was that deep geez give a girl a warning atleast
31,0,   i hate it when any athlete appears to tear an acl on live television
32,0,   i miss you guys too     i think i'm wearing skinny jeans a cute sweater and heels   not really sure   what are you doing today
33,0,   meet your meat 
34,0,   my horsie is moving on saturday morning
35,0,   no sat offneed to work 6 days a week 
36,0,   really dont like doing my room its so boring  sick of doing my wardrobe out cant waiit till i have my walk in one  yay
37,0,   sox     floyd was great but relievers need a scolding
38,0,   times by like a million
39,1,   uploading pictures on friendster 
40,0,   what type of a spaz downloads a virus my brother that's who  msn is now fucked forever    '
41,0,  &amp&ampfightiin wiit the babes
42,1,     so i wrote something last week and i got a call from someone in the new york office 
43,0,  enough said
44,1,   do i need to even say it  do i  well here i go anyways  chris cornell in chicago   tonight    
45,1,   health class what a joke
46,1,   &lt3 go to the show tonight
47,0,     it really makes me sad when i look at muslims reality now
48,0,  all time low shall be my motivation for the rest of the week
49,0,  and the entertainment is over someone complained properly    experimental you say he should experiment with a melody
50,0,  another year of lakers  that's neither magic nor fun 
51,0,  baddest day eveer 
52,1,  bathroom is clean now on to more enjoyable tasks
53,1,  boom boom pow
54,0,  but i'm proud
55,0,  congrats to helio though
56,0,  david must be hospitalized for five days end of july palatine tonsils i will probably never see katie in concert 
57,0,  friends are leaving me 'cause of this stupid love  
58,1,  go give ur mom a hug right now 
59,1,  going to see harry sunday happiness 
60,0,  hand quilting it is then
61,0,  hate u   leysh t9ar5   
62,1,  i always get what i want
63,1,  i bend backwards  
64,1,  i get off work sooooon i miss cody booo haven't seen him in foreverr
65,1,  i hate allergies should i get my hair cut tomorrow i'm taking a public poll
66,0,  i love you guys so much that it hurts 
67,0,  i miss earl
68,0,  i miss new jersey
69,0,  i missed the first hour of sytycd last night and i can't find it online
70,0,  i need a u2 fix now
71,0,  i never thought i'd become second choice
72,0,  i think i may be too friendlylol o well
73,0,  i think manuel my basil plant only has days to live   
74,0,  i wanna be at home @ churchi wonder wht they are doing
75,0,  i wanna make my own pizza
76,0,  i want a 120gb harddrive or a 37 inch tv or a new guitar  anyonefeeling generous  p   x
77,0,  i want a hug
78,0,  i want miley to tour australia
79,0,  i wanted to sleep in this morning but a mean kid through a popsicle stick at me head i wish i could fly away like those squirrels
80,0,  i was too slow to get $1 up tix
81,0,  i will send sunshine to northern ireland are you going swimming today 
82,0,  i wish i could go to t4 on the beach '    would be great to see  &amp    
83,0,  i would be so much happier if the walls of my bedroom were painted white
84,0,  idk wat 2 do who can i trust me im sorry 4 all da pain i have caused nebody ima take dis time out 2 straighten myself out i luv yall
85,0,  i'm finding the intercept slopeand banging my head against the wallmath brain heads come save me
86,1,  i'm really going to bed now
87,0,  im sick  'cough cough'
88,0,  in cab headed to the airport  going home &ltchristy&gt
89,0,  in case i feel emo in camp feeling a wee bit of it alram bringing in the human rights watch world report 2009hope it'll work
90,1,  jin has a twitter
91,0,  jonas day is almost over 
92,0,  jus got hom fr tda funeral i'm so sad i cried so much times much love grandpa&lt3 i never got to say my last &quotgoodbye&quot to him
93,1,  just gonna smilecuz it is what it isand im not sure what more they could want
94,1,  just got home and i got to see my friend zahra whom i haven't seen since we graduated  that makes me so happy
95,0,  longest night ever ugh 
96,0,  mi momacita won't let me go to my bf's bball game grrr
97,0,  mom says i have to get a new phone immediatelyoff to tmobile  she paying
98,0,  my new car was stolenby my mother who wanted to go pose at church
99,0,  no hang out with the girls 2day 2moro hope so
100,0,  no movie times for sunday  rats will have to plan tomorrow i guess this means i have to work on those two  presentations i am doing
101,0,  no pavel tonight &lttigersfan &gt
102,0,  not a cool night
103,1,  oh thank you
104,1,  pleased
105,0,  probably guna get off soon since no one is talkin no more
106,0,  really wanted safina to pull out a win &amp to lose like that
107,0,  rip david eddings
108,1,  rose and ood will be back in the xmas who special  yay  damn that's half a year away
109,0,  sannesias aww no neighbor we need to watch mean girls  
110,0,  so whats the status on next weekend
111,0,  sorry  the ex husband has overdosed on his daily dose of haterade
112,0,  thanks for your definition of throwbie  editors reviewed your entry and have decided to not publish it
113,1,  thanks i need all the help i can get
114,1,  that explains alot
115,1,  there's going to be a heathers sequel  winona4ever  they better not fuck it up
116,0,  told not to drink wmy rx so just gave all the bb porter &amp obs stout that i brought home from or to my neighbors  v v sad
117,1,  trae is so sweet he just bought me a new baithing suit wove him 
118,1,  true highly subjective of me there tombre was actually my favorite character in the book you got me     rishabh
119,0,  u guys knw whyy
120,0,  very much so 
121,0,  waahhh now i'm getting sadmiss hub '&quot&quot&quot&quot&quot&quot&quot&quot
122,0,  we were standing out in the pouring rain we were sitting on top of the world     summer sucks      
123,0,  went to get dog from vets theyve stitched her ear charged us for it but she still bleeds like a waterfall everytime she moves d why
124,0,  where is my picture i feel naked 
125,0,  why aren't there any trains going to manchester on a sunday  now i can't go to the  concert
126,0,  why must people be so picky i mean 6 hours work and no dice whatï¿½s up with that 
127,0,  why twitter will soon become obsolete 
128,1,  wide awake   not
129,1,  yeah me too its been awful weather here for the last week so that stinks kristis comin down and moe said mmmaybe he take us for  
130,0,  you hi stranger hello i am frank lampard how are you you fine you and urself stranger i am gay your 
131,0,  you'll always be my one and only  12232007
132,0, 3turnoffwords this shit sucks
133,0, asylm j2 panel is over guess it's back to normal life
134,1, poemsunder140 started by 
135,0, squarespace brighten my bad day i never win anything
136,0, susan boyle didnt win mh well diversity was very good though congratz
137,0, twenty20
138,1, &lt that is all and believe me it's enough
139,1, &lt3 goooood timessss
140,0, &lt3 graduate 09&lt3
141,0, &quot vandals paint swastikas on home of author of gay lesbian church story  naples daily news&quot   
142,0, &quotan unknown error occured 4&quot uh oh iphone os 3 fail so far 
143,0, &quotexperts homers predict eagles to go 124 and giants to go 97 bs 
144,1, &quoti know you hungry so lets go outside on the balcony so you can eat&quot
145,0, &quoti want you so bad it's driving me  mad&quot
146,1, &quotthe 10 men a uk female internet entrepreneur should know when starting and growing a business  the next women&quot   
147,1, &quotthe truth is hiding in your eyes&quot    paramore ï¿½ decode    ~5ytke
148,0, &quottry to turn on my tv to get you out of my head i've got this feeling inside that i just won't admit&quot that is literally how i feel
149,0, &quotwell the truth is i miss you so&quot coldplay
150,0, tears ' today is the last day with my kidsthey go on summer break at their dads tomorrow sighs 
151,0, unsure annoyed 
152,0, via  are designed gallery exhibition postcardsmailers going extinct via nyt 
153,0, beautifulylost
154,0, cries i'm going to miss harry potter when it comes out  i'm leaving to vietnam on july 11th  i'm going to cry
155,1, hummin i say &quotshut up &amp put your money where your mouth is&quot headin' out to reality cheers twitter world 
156,1,  sigh you cant love someone that doesn't love you back that's like stalker status  get a divorce &amp&amp move on  trinity 
157,0,     going back to bed because i'm lookin' around and don't see a reason to be awake atm be up in a little
158,1,  aiqht goodniqht  tri neena malcolm chaise  jlew atl &lt333 love much  
159,1,  triiiiiii   ily  even if chaise doesn't  d dies of laughter
160,0,  i wantt hiim soo badd 
161,0,  watching tv  bed shopping w mom out w trent hopefully i need my best friend
162,0,  had weird encounters with so many homelesscreeps on the walk home tonight all by myself   awesome really
163,0,  rained out truck race
164,0,  why am i feeling worse f
165,0,  feeling pain and happiness at the same time how confusing
166,1,  hot choco is the best
167,0, in a shirt and panties celulite
168,0, had to turn back to north due to body on line so missing design council design 4 tech transfer event   
169,0, y everything is so hard 
170,0, bueno good bye good night
171,1,  beach day with scoobs   still no phone
172,0,  let's have fun when i give ya what i give ya
173,0,  i don't want to move
174,1, d what an amazing nightday &amp night again hi twits i miss u guys
175,1, @ canaveral national  seashore
176,1, @ progressing in the production department with &quotthe uprizing&quot thats the priority getting the head nodding beats and then we reach out
177,1, @ taylorrhicks enjoy chicagob new venue is always cool you shine everywhere you go i know who you are in time so will everyone 
178,0, @ the train crash in dc 
179,1,' @ thestreetforce  '
180,1,  makes me smile
181,1,  my first day off in 3 weeks and my child got up before 700 so watch for me on &quotnancy grac 
182,1,  &quotvideo woody woodpecker â€“ the barber of seville i am great  just wishing to be a ch â™« ~7g6r0
183,1,  i am happy you are staying around here drexel is a fabulous university you should be proud yeah
